    10.000     3.500     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 20
    14.524         *     1.000     1.000     0.000     0.000     0.000     0.000     0.913     0.087     0.000     0.000     0.000     0.000     1.000 20
     7.496     4.173     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.211     0.789     0.000     0.000     4.000 20
     6.155     4.046     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.735     0.265     0.000     0.000     3.000 20
     3.116     1.672     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 20
     3.592     2.645     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.995     0.005     0.000     0.000     3.000 20
     1.689     0.987     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 20
     1.413     0.888     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 20
     2.373     0.811     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     3.000 20
     1.560     1.086     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 20
    15.426         *     1.000     1.000     0.000     0.000     0.000     0.000     0.908     0.092     0.000     0.000     0.000     0.000     1.000 20
    11.000     4.500     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     6.000     4.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.001     0.999     6.000 21
     5.200     4.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.002     0.998     6.000 21
     8.000     6.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     6.000     5.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     5.000     5.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
    21.000    11.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000 21
     5.300     5.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     5.500     4.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.003     0.997     6.000 21
     6.000     6.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     5.200     4.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.002     0.998     6.000 21
     7.000     4.000     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
     6.000     3.500     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000 21
    10.000     6.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000 21
    16.000     7.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000 21
    19.000     6.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000 21
    11.000     9.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000 21
     5.200     4.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.654     0.346     0.000     0.000     3.000 21
     4.495     3.779     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.003     0.997     6.000 21
     3.935     3.226     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.180     0.820     6.000 21
     4.240     3.610     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.008     0.992     6.000 21
     3.554     2.741     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.848     0.152     5.000 21
     5.410     3.600     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.014     0.986     6.000 21
     5.070     2.758     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.003     0.997     6.000 21
     4.265     2.758     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.656     0.344     5.000 21
     5.647     4.731     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.017     0.983     0.000     0.000     4.000 21
     6.034     3.654     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.895     0.105     0.000     0.000     3.000 21
     3.347     2.758     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.742     0.258     5.000 21
     4.793     3.628     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.038     0.962     6.000 21
     4.098     2.946     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.694     0.306     5.000 21
     4.144     2.546     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.996     0.004     0.000     0.000     3.000 21
     3.855     3.169     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.963     0.037     0.000     0.000     3.000 21
     7.273     4.774     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.090     0.910     0.000     0.000     4.000 21
     6.360     3.577     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.837     0.163     0.000     0.000     3.000 21
     7.143     3.793     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.398     0.602     0.000     0.000     4.000 21
     4.209     3.448     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.909     0.091     0.000     0.000     3.000 21
     1.970     1.615     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.995     0.005     5.000 21
     2.336     1.775     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.995     0.005     5.000 21
     1.558     1.194     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.998     0.002     5.000 21
     3.044     2.239     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.980     0.020     5.000 21
     3.077     1.742     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 21
     3.974     1.782     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.009     0.991     6.000 21
     2.008     1.642     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.995     0.005     5.000 21
     3.117     2.604     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.840     0.160     5.000 21
     5.942     2.985     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.903     0.097     0.000     0.000     3.000 21
     5.406     2.380     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.912     0.088     0.000     0.000     3.000 21
     3.918     2.353     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     3.000 21
     2.278     1.791     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 21
     2.670     1.939     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.999     0.001     0.000     0.000     3.000 21
     3.940     2.318     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.741     0.259     5.000 21
     2.278     1.642     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.996     0.004     5.000 21
     1.493     1.194     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.998     0.002     5.000 21
     3.273     2.836     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.478     0.522     6.000 21
     2.360     1.642     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.996     0.004     5.000 21
     3.918     2.802     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.821     0.179     5.000 21
     3.384     2.945     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.308     0.692     6.000 21
     2.752     1.933     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.992     0.008     5.000 21
     2.153     1.540     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.997     0.003     5.000 21
     4.274     2.136     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.026     0.974     6.000 21
