current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;22;2mm;188;4,862;2,861;10,416;1,684;;0,451392517;0,521639266;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;189;5,539;3,687;15,398;2,454;;0,543078561;0,625435823;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;190;4,905;2,750;9,958;1,542;;0,419798153;0,488585209;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;191;3,633;2,670;7,002;1,962;;0,630040975;0,741559617;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;192;4,188;3,393;10,108;2,749;;0,729232104;0,864626276;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;193;4,905;3,879;12,126;3,068;;0,703268478;0,880930741;;;0,875;fragment;PP;
Center North Atlantic Gyre;22;2mm;194;5,255;3,512;14,395;2,347;;0,54635218;0,618629263;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;195;3,517;2,441;6,300;1,694;;0,57822001;0,674983126;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;196;3,286;2,688;6,124;2,199;;0,739848092;0,888532625;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;197;3,496;2,499;6,793;1,786;;0,604355179;0,685378191;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;198;5,162;2,980;10,930;1,720;;0,438629055;0,520360649;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;199;3,785;2,604;6,953;1,791;;0,570640569;0,679406913;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;200;4,034;3,393;10,059;2,854;;0,771386348;0,899817471;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;201;4,033;2,905;8,931;2,092;;0,611331638;0,700186941;;;na;fragment;undetermined;
Center North Atlantic Gyre;22;2mm;202;5,443;3,612;10,148;2,397;;0,54058515;0,752431415;;;0,935;fragment;PE;
Center North Atlantic Gyre;22;2mm;203;4,158;2,775;8,097;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;204;2,510;1,948;3,345;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;205;3,084;2,503;5,353;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;206;4,251;3,224;9,279;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;207;3,125;1,916;4,188;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;208;5,702;2,277;9,936;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;209;7,307;4,272;22,476;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;210;5,748;3,494;12,671;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;211;4,829;3,715;10,357;foutje;;na;na;;;0,935;film ;PE;
Center North Atlantic Gyre;22;2mm;212;5,240;3,193;11,839;foutje;;na;na;;;0,935;film ;PE;
Center North Atlantic Gyre;22;2mm;213;6,402;4,226;16,143;foutje;;na;na;;;0,935;film ;PE;
Center North Atlantic Gyre;22;2mm;214;3,823;2,971;7,183;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;215;7,973;3,145;9,347;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;216;4,192;2,656;8,515;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;217;4,737;3,195;9,732;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;2mm;218;4,693;2,950;9,387;0,009;0,009;na;na;;;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);219;4,374;1,93;5,651;0,0086;;0,002959923;0,003617727;;0,00319981;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);220;3,488;1,942;5,207;0,0086;;0,003304347;0,003768814;;0,002931676;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);221;2,945;2,307;4,408;0,0086;;0,003299377;0,004096167;;0,003242448;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);222;3,092;2,097;4,45;0,0086;;0,003377377;0,004076791;;0,003306882;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);223;2,044;1,763;2,396;0,0086;;0,004530351;0,005555908;;0,004319182;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);224;2,992;2,287;4,343;0,0086;;0,003287642;0,004126706;;0,003234181;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS);225;3,942;2,462;6,627;1,537657027;;0,493579533;0,597311659;;0,508795282;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);226;2,326;2,092;3,266;1,881540843;;0,852958605;1,041131436;;0,863118894;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);227;2,968;2,154;4,479;1,563246631;;0,618262212;0,738647054;;0,662875967;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);228;2,155;1,615;2,675;1,210313225;;0,648765696;0,740007098;;0,646936474;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);229;2,515;1,824;3;1,32285328;;0,61763268;0,763749697;;0,615205681;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);230;3,416;2,281;4,509;1,523115047;;0,5456462;0,717286391;;0,547927309;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);231;2,929;2,154;3,876;1,584061454;;0,630651584;0,804600211;;0,647025005;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);232;2,204;1,831;2,704;1,521125681;;0,757207891;0,925042646;;0,797556075;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);233;2,314;1,575;2,58;1,072007347;;0,561533674;0,667402622;;0,565308088;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);234;1,801;1,385;1,846;1,06508884;;0,674379082;0,783916825;;0,697432167;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);235;1,878;1,308;1,799;0,911003195;;0,581257051;0,679210386;;0,660187595;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);236;2,657;1,535;2,97;0,886799021;;0,439111932;0,514572983;;0,466402141;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);237;2,726;1,615;3;0,956795671;;0,456005429;0,552406238;;0,474824746;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);238;2,295;1,877;2,953;1,535132462;;0,739643379;0,893334552;;0,726965915;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);239;1,859;1,384;1,905;1,030369016;;0,642369705;0,746526623;;0,665942294;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);240;2,463;1,959;2,97;1,558132765;;0,709340957;0,904120331;;0,710420591;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);241;2,112;1,507;1,959;1,075307292;;0,602738604;0,76827265;;0,577821694;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);242;2,585;1,836;3,586;1,304021663;;0,598574476;0,68862005;;0,603884426;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);243;3,606;1,825;4,935;0,923634221;;0,360044117;0,415773147;;0,360273105;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);244;2,667;1,526;2,893;0,873144357;;0,43280999;0,513347953;;0,442735501;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);245;3,858;2,231;5,87;1,290140228;;0,439750174;0,53249786;;0,44410833;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);246;3,743;1,615;3,941;0,696827411;;0,283419057;0,351012036;;0,300429802;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);247;2,348;1,862;2,799;1,476594549;;0,706191321;0,882591644;;0,692288716;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);248;3,655;2,158;5,964;1,274135157;;0,453676296;0,521731048;;0,456498979;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);249;2,561;2,188;3,97;1,869326045;;0,789689946;0,938187848;;0,773781681;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);250;2,705;2,308;4,379;1,969265804;;0,788138971;0,941059031;;0,808109971;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);251;3,34;2,17;5,148;1,409850299;;0,523684718;0,621374937;;0,532626975;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);252;1,886;1,611;2,172;1,376098091;;0,789461177;0,933726064;;0,766825953;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);253;2,053;1,666;2,302;1,351951291;;0,731019684;0,891062948;;0,754086269;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);254;2,215;1,441;2,178;0,937463205;;0,524729373;0,635221653;;0,525040042;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);255;2,481;1,617;2,385;1,053885127;;0,526168547;0,682415816;;0,534905309;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);256;2,415;1,917;3,112;1,521693168;;0,707224776;0,862595715;;0,710420591;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);257;2,243;1,523;2,29;1,034119037;;0,559507541;0,683365095;;0,599403;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);258;1,708;1,191;1,249;0,830492389;;0,582285322;0,743112279;;0,573184984;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);259;4,347;1,723;4,024;0,682937428;;0,249541888;0,340448895;;0,259186379;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);260;3,865;2,261;6,87;1,322670375;;0,447431541;0,504630224;;0,456188826;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);261;2,262;1,514;2,438;1,013349248;;0,547582943;0,648996417;;0,580895857;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);262;2,453;1,922;3,314;1,505945373;;0,693559544;0,827242744;;0,721103497;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);263;1,646;1,185;1,154;0,853113609;;0,61084747;0,794152606;;0,602371195;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);264;2,787;1,477;3,284;0,782751704;;0,385802724;0,431939029;;0,393463149;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);265;3,097;1,702;3,817;0,935358088;;0,407406098;0,478758862;;0,418598597;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);266;4,885;2,098;6,799;0,901044831;;0,281456559;0,345560329;;0,287280633;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);267;2,445;1,786;2,787;1,304620041;;0,624315168;0,78147585;;0,628840582;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);268;3,246;2,384;5,497;1,750910659;;0,629414297;0,746794513;;0,617695415;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);269;3,016;2,057;3,959;1,402934019;;0,563254191;0,705089903;;0,588081063;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);270;2,064;1,61;2,166;1,255862403;;0,688928696;0,853321785;;0,683906331;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);271;4,016;2,219;6,775;1,226085906;;0,41071957;0,471049178;;0,412405419;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);272;3,246;2,615;5,651;2,106662046;;0,723077365;0,886200962;;0,723590545;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);273;2,287;1,974;2,852;1,703837341;;0,80190233;1,008912195;;0,784103623;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);274;1,941;1,338;1,799;0,922330757;;0,572329151;0,687655799;;0,571691436;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);275;2,929;2,008;4,361;1,376600888;;0,567631522;0,659196666;;0,573484208;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);276;2,166;1,308;2,148;0,789872576;;0,469271239;0,538939354;;0,492559107;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);277;1,664;1,48;1,74;1,316346154;;0,838808051;0,997919444;;0,821088784;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);278;3,772;2,424;5,793;1,557734889;;0,515159125;0,647204879;;0,517690594;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);279;2,355;1,752;2,805;1,303398726;;0,641674507;0,77823518;;0,66367852;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);280;3,603;2,333;6,343;1,510654732;;0,521045579;0,599815742;;0,539355975;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);281;2,071;1,577;2,29;1,200834862;;0,664473081;0,793534013;;0,652104252;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);282;2,453;1,872;2,899;1,428611496;;0,666672352;0,839054233;;0,678260139;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);283;2,8;2,077;3,87;1,540688929;;0,638877654;0,783176196;;0,641461672;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);284;2,562;1,923;3,521;1,443375878;;0,650279762;0,769212673;;0,666949662;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);285;2,557;1,469;2,692;0,843942511;;0,435448302;0,51436965;;0,480390516;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);286;3,462;2,462;6,414;1,750850376;;0,599710258;0,691328651;;0,606547185;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);287;2,137;1,769;2,562;1,464371081;;0,753156045;0,914874622;;0,770497698;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);288;2,557;1,913;3,308;1,431196324;;0,647107395;0,786894413;;0,625580276;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);289;2,433;2,019;3,497;1,675446363;;0,755946943;0,895947811;;0,747466865;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);290;3,246;2,373;4,964;1,734790203;;0,625063061;0,778629896;;0,623584928;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);291;2,024;1,426;1,893;1,004681818;;0,591375769;0,73021918;;0,633294022;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);292;2,168;1,538;2,314;1,091071956;;0,597510562;0,717251914;;0,610962957;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);293;3,579;1,679;3,917;0,787661637;;0,321316847;0,397981522;;0,327203347;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);294;2,019;1,353;1,834;0,906690936;;0,548582837;0,669513916;;0,538295585;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);295;1,873;1,557;2,012;1,294313401;;0,757925036;0,912484423;;0,78216938;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);296;3,785;2,169;5,112;1,242948745;;0,433800954;0,549740582;;0,442740743;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);297;2,504;1,707;3,112;1,163677716;;0,562857937;0,659649023;;0,558634192;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);298;3,043;2,217;4,663;1,615211633;;0,621864279;0,747991609;;0,609824187;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);299;2,433;1,772;2,935;1,290581176;;0,621559077;0,75332308;;0,601692545;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);300;1,801;1,53;1,917;1,299777901;;0,783008681;0,9387676;;0,796951969;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);301;2,287;1,606;2,751;1,127781373;;0,588462869;0,67995414;;0,624174904;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);302;4,33;2,692;7,432;1,673640647;;0,490208389;0,613916582;;0,484157859;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);303;2,236;1,462;2,343;0,955923077;;0,52870493;0,624506268;;0,545039665;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);304;2,939;1,953;4,361;1,297791426;;0,541693951;0,621458106;;0,562783556;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);305;2,728;2,455;4,467;2,209320015;;0,853710643;1,045323348;;0,826687715;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);306;2,071;1,863;2,32;1,675890391;;0,853196635;1,100275946;;0,857995814;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);307;3,202;1,792;4,195;1,002893192;;0,41867306;0,489653317;;0,406477629;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);308;3,488;2,512;5,781;1,809100917;;0,611173814;0,752421695;;0,620253061;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);309;1,694;1,305;1,544;1,005327627;;0,676154058;0,809066034;;0,65894454;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);310;2,58;1,911;3,385;1,415473256;;0,637472525;0,769347119;;0,641833931;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);311;2,732;1,284;2,343;0,603461201;;0,32220071;0,394242289;;0,371675592;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);312;2,429;1,652;2,935;1,123550432;;0,560884957;0,655825831;;0,594224566;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);313;4,265;2,482;7,178;1,444390152;;0,443939831;0,539116708;;0,44632181;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);314;2,287;1,768;2,751;1,366779187;;0,679710759;0,824049047;;0,692360589;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);315;3,628;2,027;4,911;1,132505237;;0,417618477;0,511040421;;0,413118872;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);316;2,67;2,067;4,03;1,600183146;;0,681151666;0,797108002;;0,690266296;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);317;5,267;2,54;8,651;1,224909816;;0,334892636;0,41645776;;0,355235798;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);318;2,817;1,978;3,799;1,388883209;;0,588381705;0,712575819;;0,578703704;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);319;1,859;1,523;2,036;1,247729424;;0,741533491;0,874443049;;0,759213359;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);320;2,481;1,077;2,249;0,467524788;;0,286011443;0,311752478;;0,309890243;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);321;1,431;1,231;1,243;1,058952481;;0,79786172;0,94981912;;0,800632554;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);322;3,154;2,034;4,763;1,311717185;;0,517885664;0,601035214;;0,517170428;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);323;3,556;2,013;4,68;1,13953009;;0,425915097;0,52674797;;0,440430925;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);324;2,88;2,262;4,219;1,7766125;;0,696065597;0,864943921;;0,719117547;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);325;2,561;1,81;3,231;1,279226865;;0,594160115;0,71167071;;0,593311874;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS);326;4,647;0,991;3,438;0,83;;0,116497564;0,134830167;;0,226781276;0,935;line;PE;
Center North Atlantic Gyre;22;1mm (FS);327;3,364;0,952;2,609;0,83;;0,139699078;0,154775769;;0,265036697;0,935;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);328;1,951;1,43;1,861;1,048;;0,627506389;0,768319081;;0,627506389;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);329;1,951;1,448;1,727;1,075;;0,639391618;0,817774729;;0,639391618;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);330;2,812;1,42;3,162;0,717;;0,358847184;0,40325563;;0,358847184;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);331;2,603;1,875;3,649;1,351;;0,611351041;0,707035865;;0,611351041;na;fragment;*PE;
Center North Atlantic Gyre;22;1mm (FS rest);332;1,885;1,213;1,63;0,781;;0,516207333;0,611387345;;0,516207333;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);333;1,878;1,323;1,52;0,932;;0,59128435;0,755966075;;0,59128435;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);334;1,591;1,299;1,326;1,061;;0,737748707;0,92103548;;0,737748707;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);335;2,651;1,434;2,043;0,776;;0,397840631;0,542693215;;0,397840631;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);336;2,034;1,36;1,885;0,909;;0,546741374;0,662325065;;0,546741374;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);337;2,219;1,814;2,457;1,483;;0,739128538;0,946051296;;0,739128538;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);338;2,072;1,434;2,116;0,992;;0,575756832;0,682261272;;0,575756832;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);339;1,536;1,211;1,082;0,955;;0,700050534;0,917874787;;0,700050534;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);340;2,092;1,611;2,372;1,241;;0,675772929;0,805512081;;0,675772929;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);341;1,825;1,57;1,909;1,351;;0,797912329;0,977537602;;0,797912329;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);342;1,438;1,085;1,082;0,819;;0,65539976;0,787022158;;0,65539976;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);343;1,346;1,103;1,058;0,904;;0,741815116;0,878745535;;0,741815116;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);344;1,929;1,42;1,958;1,045;;0,631588444;0,747030128;;0,631588444;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);345;1,683;1,323;1,569;1,04;;0,696969209;0,83027909;;0,696969209;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);346;2,233;1,794;2,773;1,441;;0,720112871;0,865528195;;0,720112871;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);347;1,257;0,993;0,936;0,784;;0,70213554;0,810821573;;0,70213554;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);348;2,233;1,654;2,359;1,225;;0,637485298;0,797660923;;0,637485298;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);349;2,409;1,505;2,396;0,94;;0,493798254;0,607425183;;0,493798254;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);350;2,827;0,83;2,104;0,83;;0,297376811;0,172352323;;0,297376811;0,935;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);351;2,421;1,544;1,897;0,009;;0,004448129;0,006244027;;0,004448129;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);352;2,36;1,727;2,08;0,009;;0,004259869;0,005963027;;0,004259869;0,935;film;PE;
Center North Atlantic Gyre;22;5mm;353;6,877;0,83;4,707;0,83;;0,190664787;0,115230623;;0,190664787;0,935;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);354;3,836;0,83;1,885;0,83;;0,255288179;0,18208926;;0,255288179;0,935;line;PE;
Center North Atlantic Gyre;22;1mm (FS rest);355;2,376;1,975;2,627;0,009;;0,003970011;0,005306014;;0,003970011;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);356;3,551;2,692;5,814;0,009;;0,002781542;0,003566654;;0,002781542;na;film;*undetermined;
Center North Atlantic Gyre;22;1mm (FS rest);357;2,449;1,315;1,873;0,009;;0,004792269;0,006283904;;0,004792269;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);358;3,354;1,782;4,184;0,009;;0,003517735;0,004204386;;0,003517735;na;film;undetermined;
Center North Atlantic Gyre;22;1mm (FS rest);359;1,973;1,508;1,788;0,009;;0,004985793;0,006431536;;0,004985793;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);360;3,751;2,086;4,95;0,009;;0,003074452;0,003865413;;0,003074452;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);361;4,391;2,178;6,799;0,009;;0,002780916;0,003298192;;0,002780916;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);362;3,206;1,872;3,636;0,009;;0,003510458;0,004510104;;0,003510458;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);363;2,614;2,149;3,405;0,009;;0,003628503;0,004660579;;0,003628503;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);364;2,478;1,741;2,53;0,009;;0,004140458;0,005406774;;0,004140458;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);365;3,243;2,095;4,172;0,009;;0,003299385;0,004210429;;0,003299385;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);366;2,219;1,764;2,128;0,009;;0,004346809;0,005895391;;0,004346809;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);367;3,028;2,073;4,038;0,009;;0,003432582;0,004279719;;0,003432582;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);368;2,846;1,813;3,405;0,009;;0,003786013;0,004660579;;0,003786013;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);369;5,425;1,3;3,965;0,009;;0,003238373;0,004318937;;0,003238373;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);370;4,964;3,118;9,389;0,009;;0,002185972;0,002806653;;0,002185972;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);371;2,121;1,5;2,372;1,061;;0,594738271;0,688786311;;0,594738271;0,935;fragment;PE;
Center North Atlantic Gyre;22;1mm (FS rest);372;2,517;1,638;2,639;0,009;;0,004235453;0,005293937;;0,004235453;0,935;film;PE;
Center North Atlantic Gyre;22;1mm (FS rest);373;3,745;2,581;6,13;0,009;;0,002766168;0,003473507;;0,002766168;na;film;*undetermined polymer;
