current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);category;PT;
Center North Atlantic Gyre;28;0.5mm;5731;0,966;0,638;0,451;0,421;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5732;0,966;0,755;0,505;0,59;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5733;1,08;0,821;0,62;0,624;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5734;2,34;1,242;2,011;0,659;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5735;1,046;0,909;0,677;0,79;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5736;0,886;0,638;0,408;0,459;;fragment;PE;
Center North Atlantic Gyre;28;0.5mm;5737;3,167;1,08;2,072;0,368;;fragment;*PET;
Center North Atlantic Gyre;28;0.5mm;5738;1,985;0,881;1,115;0,009;;film;PE;0,360001152
Center North Atlantic Gyre;28;0.5mm;5739;1,929;0,83;0,66;0,83;;line;PE;
Center North Atlantic Gyre;28;0.5mm;5740;1,127;0,862;0,677;0,659;;fragment;PE;
Center North Atlantic Gyre;28;5mm;5741;6,026;0,83;2,715;0,83;0,25;line;;
Center North Atlantic Gyre;28;0.5mm;5742;1,385;0,727;0,711;0,382;;fragment;;
Center North Atlantic Gyre;28;0.5mm;5743;2,19;1,351;2,045;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5744;2,14;0,669;0,92;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5745;4,898;0,605;1,381;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5746;0,871;0,755;0,468;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5747;1,002;0,813;0,495;0,66;;fragment;;
Center North Atlantic Gyre;28;0.5mm;5748;1,662;1,05;1,061;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5749;1,027;0,667;0,377;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5750;1,246;0,929;0,839;0,009;;film;;
Center North Atlantic Gyre;28;0.5mm;5751;0,936;0,813;0,529;0,706;;fragment;;
Center North Atlantic Gyre;28;0.5mm;5752;0,938;0,674;0,448;0,484;;fragment;;
Center North Atlantic Gyre;28;0.5mm;5753;2,27;0,871;1,327;0,334;;fragment;;
Center North Atlantic Gyre;28;0.5mm;5754;2,287;1,161;1,583;0,009;;film;;
Center North Atlantic Gyre;29;5mm;5755;10,5;7;na;4,667;2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5756;10;9;na;8,1;3;fragment;PE;
Center North Atlantic Gyre;29;5mm;5757;8;4;na;2;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5758;4,5;4,5;na;4,5;1,2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5759;6,5;5;na;3,846;2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5760;7;6;na;5,143;1,7;fragment;PE;
Center North Atlantic Gyre;29;5mm;5761;10;7,5;na;5,625;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5762;5;4;na;3,2;0,3;fragment;PE;
Center North Atlantic Gyre;29;5mm;5763;6;4,5;na;3,375;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5764;8;7;na;6,125;1,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5765;11,5;8;na;5,565;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5766;8;4;na;2;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5767;7;6;na;5,143;3;fragment;PE;
Center North Atlantic Gyre;29;5mm;5768;5;4;na;3,2;1,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5769;7,5;6;na;4,8;1,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5770;11;8;na;5,818;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5771;4;4;na;4;3;fragment;PE;
Center North Atlantic Gyre;29;5mm;5772;15,5;5;na;1,613;0,2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5773;19;10;na;5,263;1,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5774;8;3,5;na;1,531;0,7;fragment;PE;
Center North Atlantic Gyre;29;5mm;5775;6;4,5;na;3,375;2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5776;7;3,5;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5777;10;8,5;na;7,225;1;fragment;PE;
Center North Atlantic Gyre;29;5mm;5778;11;9;na;7,364;2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5779;19;6;na;1,895;1,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5780;5,5;4;na;2,909;2;fragment;PE;
Center North Atlantic Gyre;29;5mm;5781;7;4;na;2,286;0,5;fragment;PE;
Center North Atlantic Gyre;29;5mm;5782;8;7,5;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5783;11;5,5;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5784;12;12;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5785;11,5;8;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5786;8;4;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5787;18;10;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5788;6;5;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5789;5;1,5;na;0,45;0,3;fragment;PE;
Center North Atlantic Gyre;29;5mm;5790;10;4;na;0,009;0,009;film;PP;
Center North Atlantic Gyre;29;5mm;5791;7;7;na;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5792;4,5;4,5;na;4,5;1;fragment;PP;
Center North Atlantic Gyre;29;5mm;5793;7;5;na;3,571;2;fragment;PP;
Center North Atlantic Gyre;29;5mm;5794;5,5;4,5;na;3,682;1;fragment;PP;
Center North Atlantic Gyre;29;5mm;5795;5;4;na;3,2;2;fragment;PP;
Center North Atlantic Gyre;29;5mm;5796;5,5;5,5;na;5,5;1,3;fragment;PP;
Center North Atlantic Gyre;29;5mm;5797;5;2;na;0,8;0,2;fragment;PP;
Center North Atlantic Gyre;29;5mm;5798;15;14;na;13,067;0,1;fragment;NIR;
Center North Atlantic Gyre;29;2mm (FS);5799;4,79;3,339;8,462;0,0086;;film;PE;
Center North Atlantic Gyre;29;5mm;5800;5,505;2,225;4,42;0,0086;;film;PE;
Center North Atlantic Gyre;29;5mm;5801;6,401;2,354;9,568;0,0086;;film;PE;
Center North Atlantic Gyre;29;2mm (FS);5802;4,757;3,923;14,16;3,1384;;pellet;PE;
Center North Atlantic Gyre;29;2mm (FS);5803;3,926;3,615;10,722;2,892;;pellet;PE;
Center North Atlantic Gyre;29;2mm (FS);5804;4,018;3;9,124;2,4;;pellet;PE;
Center North Atlantic Gyre;29;2mm (FS);5805;5,312;3,231;11,178;1,965241152;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5806;5,477;4,764;17,142;4,143818879;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5807;5,865;4,615;19,213;3,631410912;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5808;4,798;4,241;14,781;3,748662151;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5809;4,921;4,077;14,207;3,377754318;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5810;3,906;3,065;8,331;2,405075525;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5811;3,636;2,816;7,385;2,180928493;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5812;4,237;3,187;9,396;2,397207694;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5813;4,739;3,063;11,136;1,97973602;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5814;5,977;3,805;14,704;2,42228961;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5815;5,154;3,308;10,905;2,12317889;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5816;4,033;3,039;8,308;2,28998785;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5817;4,265;2,908;9,331;1,982758265;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5818;3,392;2,624;5,521;2,029886792;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5819;3,648;3,067;8;2,578533169;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5820;3,647;2,975;7,189;2,426823417;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5821;5,287;2,615;9,822;1,293403632;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5822;4,038;2,154;6,178;1,149013373;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5823;3,004;2,611;5,686;2,269414447;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5824;3,76;2,385;6,858;1,512825798;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5825;6,059;4,572;16,787;3,449939594;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5826;3,956;3,142;8,663;2,495491405;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5827;4,14;3,511;10,225;2,977565459;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5828;4,103;2,308;7,337;1,298285157;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5829;7,121;2,338;14,237;0,767623087;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5830;4,909;3,843;11,385;3,008484213;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5831;4,472;3,462;12,314;2,680108229;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5832;5,62;4;16,308;2,846975089;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5833;6,059;4,476;17,55;3,306581284;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5834;5,708;3,974;16,231;2,766761738;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5835;4,608;3,47;9,68;2,613042535;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5836;3,819;2,65;6,651;1,838832155;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5837;3,7;2,556;5,391;1,765712432;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5838;3,34;1,692;4,325;0,85714491;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5839;3,371;2,679;5,189;2,12905399;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5840;2,314;1,733;2,988;1,297877701;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5841;3,351;2,612;6,497;2,035972546;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5842;2,67;2,154;4,243;1,737721348;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5843;4,208;2,924;8,657;2,031790875;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5844;4,457;2,556;6,799;1,465814674;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5845;3,699;2,853;7,515;2,200489051;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5846;3,485;2,909;7,047;2,428201148;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5847;2,236;1,769;2,645;1,399535331;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5848;3,34;1,505;3,716;0,678151198;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5849;5,925;2,308;9,811;0,899048776;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5850;4,481;3,062;7,805;2,092355278;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5851;6,059;3,478;15,988;1,996448919;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5852;4,886;3,117;9,053;1,988475031;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5853;4,556;2,738;9,314;1,645444249;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5854;4,217;3,536;10,858;2,964974152;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5855;4,651;3,655;10,663;2,872290905;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5856;6,044;4,512;17,254;3,368322965;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5857;3,351;2,846;6,272;2,417104148;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5858;2,595;1,586;2,858;0,969324085;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5859;6,431;4,543;18,124;3,209275229;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5860;3,947;2,938;7,941;2,186937928;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5861;6,475;2,846;14,124;1,25092139;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5862;3,785;2,769;7,213;2,025722853;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5863;3,955;2,803;7,893;1,986550948;;fragment;PE;
Center North Atlantic Gyre;29;2mm (FS);5864;11,478;5,989;13,817;0,83;;line;PE;
Center North Atlantic Gyre;29;2mm (FS);5865;6,777;4,475;9,663;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5866;8,388;4,705;10,479;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5867;9,73;6,999;12,544;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5868;9,626;5,606;12,047;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5869;10,923;3,191;10,994;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5870;11,79;4,409;13,414;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5871;10,211;8,239;15,254;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5872;10,534;5,956;13,373;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5873;10,449;3,471;11,266;0,83;;line;PE;
Center North Atlantic Gyre;29;5mm;5874;10,944;7,084;16,166;0,83;;line;PE;
Center North Atlantic Gyre;29;2mm (FS);5875;4,925;3,413;10,988;2,365191675;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5876;4,48;2,519;7,692;1,416375223;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5877;5,611;3,133;11,876;1,749365354;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5878;5,131;3,791;12,728;2,800951277;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5879;4,747;3,153;9,195;2,094250895;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5880;5,694;4,088;15,231;2,934974359;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5881;3,309;2,592;6,03;2,030360834;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5882;5,749;3,647;11,663;2,313551748;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5883;5,082;3,769;12,473;2,795230421;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5884;3,199;2,308;5,686;1,665165364;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5885;3,881;2,989;7,254;2,302015202;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5886;3,232;2,692;6,077;2,242222772;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5887;4,065;2,692;7,858;1,782746371;;fragment;PP;
Center North Atlantic Gyre;29;2mm (FS);5888;3,705;2,98;7,55;2,396869096;;fragment;PP;
Center North Atlantic Gyre;29;5mm;5889;9,473;1,74;8,911;0,83;;line;PP;
Center North Atlantic Gyre;29;5mm;5890;5,845;3,013;2,031;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;2mm (rest);5891;2,701;1,174;18,517;0,009;;film;PE;
Center North Atlantic Gyre;29;1mm (FS);5892;4,123;2,799;7,846;0,009;;film;PE;
Center North Atlantic Gyre;29;5mm;5893;5,236;2,077;7,882;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;5mm;5894;5,03;2,071;7,533;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;1mm (FS);5895;3,788;2,038;5,852;0,009;;film;PE;
Center North Atlantic Gyre;29;1mm (FS);5896;4,291;1,679;4,746;0,009;;film;PE;
Center North Atlantic Gyre;29;5mm;5897;7,404;1,679;6,923;0,009;0,009;film;PE;
Center North Atlantic Gyre;29;1mm (FS);5898;3,36;2,115;5,272;1,331;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5899;1,835;1,462;1,905;1,165;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5900;2,537;1,958;3,586;1,511;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5901;2,523;1,562;2,68;0,967;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5902;3,172;2,387;5,272;1,796;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5903;3,379;1,461;3,396;0,632;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5904;3,713;2,581;7,201;1,794;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5905;1,9;1,43;1,976;1,076;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5906;2,403;1,814;2,87;1,369;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5907;4,8;4,089;7,598;3,483;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5908;3,492;2,846;7,089;2,32;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5909;3,483;2,784;6,929;2,225;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5910;2,54;1,544;2,852;0,939;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5911;2,837;2,03;4,172;1,453;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5912;2,8;1,808;3,467;1,167;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5913;3,751;2,818;7,13;2,117;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5914;3,074;1,958;4,296;1,247;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5915;2,603;2,168;4,142;1,806;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5916;2,71;2,385;4,473;2,099;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5917;2,78;2,042;4,018;1,5;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5918;6,108;2,486;9,379;1,012;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5919;4,616;2,41;6,183;1,258;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5920;2,445;1,692;3,012;1,171;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5921;3,479;1,566;4,095;0,705;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5922;3,112;2,168;4,669;1,51;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5923;2,512;2,154;3,627;1,847;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5924;2,523;1,745;3,243;1,207;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5925;2,863;1,985;4,065;1,376;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5926;2,67;1,978;3,728;1,465;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5927;3,4;1,783;4,237;0,935;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5928;2,613;1,849;3,473;1,308;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5929;3,657;2,356;6,497;1,518;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5930;2,415;1,849;3,047;1,416;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5931;4,723;2,753;8,828;1,605;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5932;3,407;1,472;3,456;0,636;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5933;2,684;1,722;3,349;1,105;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5934;3,132;1,923;4,207;1,181;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5935;3,649;1,872;4,834;0,96;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5936;2,414;1,769;3,195;1,296;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5937;3,077;2,156;4,799;1,511;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5938;3,117;1,759;4,012;0,993;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5939;2,96;2,08;4,089;1,462;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5940;3,845;2,512;6,503;1,641;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5941;2,386;1,462;2,544;0,896;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5942;3,185;2,15;4,491;1,451;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5943;2,88;1,486;3,065;0,767;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5944;1,978;1,578;2,302;1,259;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5945;2,203;1,615;2,58;1,184;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5946;4,481;2,402;7,527;1,288;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5947;2,944;2,044;4,343;1,419;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5948;2,189;1,686;2,604;1,299;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5949;2,355;1,401;2,367;0,833;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5950;2,187;1,57;2,574;1,127;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5951;3,117;1,759;3,793;0,993;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5952;2,54;1,923;3,207;1,456;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5953;3,354;2,515;5,556;1,886;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5954;2,62;1,946;3,586;1,445;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5955;3,751;2,395;6,095;1,529;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5956;2,557;2,236;4,154;1,955;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5957;1,878;1,374;1,781;1,005;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5958;2,944;2,202;4,497;1,647;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5959;1,586;1,303;1,479;1,07;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5960;3,416;2,339;5,621;1,602;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5961;1,941;1,72;2,432;1,524;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5962;2,8;2,231;4,58;1,778;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5963;2,649;1,769;3,308;1,181;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5964;2,72;2,068;3,562;1,572;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5965;2,272;1,633;2,302;1,174;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5966;3,364;2,332;5,195;1,617;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5967;3,623;2,077;5,26;1,191;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5968;2,54;1,598;2,846;1,005;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5969;3,168;2,281;5,071;1,642;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5970;2,728;1,686;3,136;1,042;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5971;3,645;1,88;4,864;0,97;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5972;2,824;1,846;3,609;1,207;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5973;2,34;2,164;3,68;2,001;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5974;2,945;2,028;4,107;1,397;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5975;2,959;2,542;5,249;2,184;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5976;2,415;1,769;3,385;1,296;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5977;1,978;1,548;2,254;1,211;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5978;2,908;2,34;4,775;1,883;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5979;2,549;1,522;2,657;0,909;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5980;3,7;1,597;4,349;0,689;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5981;3,009;1,867;3,686;1,158;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5982;2,308;1,846;3,018;1,476;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5983;3,043;2,283;5,249;1,713;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5984;2,667;2,013;3,58;1,519;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5985;2,355;2;3,195;1,699;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5986;3,715;1,991;4,148;1,067;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5987;3,117;2;4,367;1,283;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5988;1,941;1,617;2,272;1,347;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5989;3,971;2,798;7,29;1,971;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5990;2,188;1,553;2,568;1,102;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5991;3,096;2,308;4,982;1,721;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5992;2,343;1,692;3,178;1,222;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5993;2,112;1,672;2,639;1,324;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5994;2,146;1,923;2,959;1,723;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5995;4,054;2,556;7,639;1,612;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5996;2,788;2,248;4,266;1,813;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5997;3,546;2,669;5,87;2,009;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5998;3,309;2,007;4,343;1,217;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);5999;2,048;1,385;2,225;0,937;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6000;3,53;2,573;6,408;1,875;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6001;2,396;1,686;2,888;1,186;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6002;4,822;2,448;7,284;1,243;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6003;2,676;2,077;3,97;1,612;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6004;3,185;2,258;5,207;1,601;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6005;2,691;1,993;3,787;1,476;;fragment;PE;
Center North Atlantic Gyre;29;1mm (FS);6006;3,392;2,457;5,556;1,78;;fragment;PE;
