"current","sample","length","width","height_est","height_obs","category","poly_type","Two_dim","Film","Line"
"Center North Atlantic Gyre",28,4.012,2.87,2.053,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.97,1.435,1.045,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.508,2.362,1.59,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.546,2.784,2.186,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.309,2.227,1.499,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.939,2.143,1.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.708,1.399,1.146,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,4.089,2.601,1.654,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.512,1.976,1.554,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.032,1.516,1.131,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.968,2.198,1.628,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.657,1.742,0.83,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.064,1.734,1.457,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.62,1.741,1.157,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.122,1.632,1.255,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.172,1.529,1.076,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.52,2.01,1.603,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.847,2.173,1.659,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.547,1.509,0.894,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,5.231,2.383,1.086,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.431,2.316,1.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.202,2.615,2.136,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.612,1.583,0.694,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.941,1.795,1.66,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.838,2.141,1.615,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.124,2.438,1.903,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.52,1.692,1.136,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,4.865,2.51,1.295,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.62,2.052,1.607,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.728,2.231,1.825,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.579,2.476,1.713,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.845,2.615,1.778,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,4.523,2.164,1.035,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.177,1.538,1.087,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.354,2.465,1.812,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,7.846,4.574,2.667,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,5.066,2.671,1.408,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.115,2.141,1.472,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.98,2.502,1.573,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.648,2.331,1.489,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.88,2.488,2.149,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,4.418,2.855,1.845,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,5.322,1.692,0.538,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,6.235,2.452,0.964,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,3.4,2.985,2.621,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.687,1.846,1.268,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.762,1.26,0.575,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.512,1.923,1.472,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.272,1.769,1.377,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.679,2.284,1.947,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,6.767,2.199,0.715,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,6.683,1.59,0.378,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.56,1.373,1.208,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.985,1.585,1.266,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.032,1.479,1.076,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.555,1.712,1.147,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.228,1.587,1.13,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.771,1.268,0.908,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.67,1.479,1.31,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.258,1.796,1.429,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.716,1.796,1.188,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.345,1.69,1.218,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.238,1.537,1.056,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.021,1.652,0.903,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.439,1.508,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.08,0.779,0.562,NA,"Fragment","Other",0,0,0
"Center North Atlantic Gyre",28,1.145,0.9,0.707,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.197,0.857,0.614,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.43333333333333,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",28,2.752,1.092,0.433,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.038,0.861,0.714,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.027,0.871,0.739,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.304,1.171,1.052,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.883,1.166,0.722,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,4.79761904761905,0.25,0.25,NA,"Line","Other",1,0,1
"Center North Atlantic Gyre",28,1.65,1.108,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,2.535,1.084,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,2.052,1.114,0.605,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.563,1.219,0.951,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.579,1.388,1.22,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.578,1.387,0.746,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.285,0.871,0.59,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,2.3,1.335,0.775,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.436,1.025,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.613,1.203,0.897,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.324,1.183,1.057,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.579,0.795,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.88,1.51,1.213,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.579,1.056,0.706,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.285,0.624,0.303,NA,"Fragment","Other",0,0,0
"Center North Atlantic Gyre",28,2.129,1.281,0.771,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.674,1.299,1.008,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.175,0.929,0.735,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.929,1.071,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.741,1.423,1.163,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.851,1.308,0.924,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.066,0.75,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.366,1.184,1.026,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.628,1.386,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,2.218,1.376,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,3.231,1.222,0.462,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.507,0.987,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.594,1.214,0.925,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",28,1.08,0.821,0.624,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,2.34,1.242,0.659,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,1.046,0.909,0.79,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,3.167,1.08,0.368,NA,"Fragment","Other",0,0,0
"Center North Atlantic Gyre",28,1.985,0.881,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",28,1.57142857142857,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",28,1.127,0.862,0.659,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",28,6.46428571428571,0.25,0.25,NA,"Line",NA,1,0,1
"Center North Atlantic Gyre",28,1.385,0.727,0.382,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",28,2.19,1.351,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,2.14,0.669,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,4.898,0.605,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,1.002,0.813,0.66,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",28,1.662,1.05,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,1.027,0.667,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,1.246,0.929,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",28,2.27,0.871,0.334,NA,"Fragment",NA,0,0,0
"Center North Atlantic Gyre",28,2.287,1.161,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",29,8,4,2,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.5,4.5,4.5,1.2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.5,5,3.846,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7,6,5.143,1.7,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5,4,3.2,0.3,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6,4.5,3.375,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,8,4,2,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7,6,5.143,3,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5,4,3.2,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7.5,6,4.8,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4,4,4,3,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,8,3.5,1.531,0.7,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6,4.5,3.375,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7,3.5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,5.5,4,2.909,2,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7,4,2.286,0.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,8,7.5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,11,5.5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,12,12,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,11.5,8,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,8,4,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,18,10,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,6,5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,5,1.5,0.45,0.3,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,10,4,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",29,7,7,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,4.5,4.5,4.5,1,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,7,5,3.571,2,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.5,4.5,3.682,1,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5,4,3.2,2,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.5,5.5,5.5,1.3,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5,2,0.8,0.2,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,4.887,3.403,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,6.944,2.856,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,6.543,2.489,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",29,4.797,4,3.2,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.971,3.692,2.954,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.103,3.154,2.523,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.375,3.255,1.971,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.554,4.796,4.141,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.888,4.615,3.617,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.866,4.301,3.802,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.991,4.197,3.529,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.971,3.116,2.445,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.814,3.154,2.608,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.645,2.835,2.205,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.259,3.236,2.459,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.809,3.136,2.045,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.049,3.152,2.454,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.018,3.923,2.557,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.249,3.308,2.085,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.096,3.115,2.369,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.287,2.947,2.026,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.479,2.671,2.051,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.648,3.097,2.629,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.693,3.077,2.564,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.357,2.615,1.277,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.105,2.699,2.346,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.068,2.154,1.141,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.826,2.451,1.57,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.102,4.614,3.489,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.998,3.179,2.528,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.112,2.326,1.316,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.189,3.538,2.988,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,7.234,2.464,0.839,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.954,3.907,3.081,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.523,3.538,2.768,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.7,4.077,2.916,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.102,4.491,3.305,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.755,3.999,2.779,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.608,3.493,2.648,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.819,2.779,2.022,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.414,1.808,0.957,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.705,2.636,1.875,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.457,2.732,2.159,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,2.36,1.789,1.356,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.358,2.668,2.12,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,2.775,2.231,1.794,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.248,3.01,2.133,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.549,2.611,1.499,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.825,2.941,2.261,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.515,2.959,2.491,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,2.295,1.769,1.364,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.414,1.511,0.669,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,5.931,2.385,0.959,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.531,3.096,2.115,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.086,3.591,2.119,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.992,3.153,1.991,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.603,2.769,1.666,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.385,3.573,2.911,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.079,4.614,3.502,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,4.651,3.713,2.964,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.354,2.91,2.525,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,2.656,1.615,0.982,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.511,4.571,3.209,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.998,2.964,2.197,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.832,2.867,2.145,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,6.593,2.923,1.296,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,3.994,2.881,2.078,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",29,38.4904761904762,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,25.7261904761905,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,34.0238095238095,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,28.1214285714286,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,32.2619047619048,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,28.7690476190476,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,34.8119047619048,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,41.3214285714286,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,36.3071428571429,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,30.3880952380952,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,46.9,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,34.0952380952381,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,36.5309523809524,0.25,0.25,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",29,4.986,3.51,2.471,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,4.529,2.653,1.554,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.232,3.927,2.948,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.676,3.199,1.803,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,4.849,3.279,2.217,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.743,4.143,2.989,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,3.358,2.636,2.069,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.788,3.745,2.423,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,5.181,3.9,2.936,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,3.286,2.385,1.731,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,3.93,3.054,2.373,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,3.354,2.769,2.286,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,4.103,2.692,1.766,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,3.809,3.08,2.491,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",29,23.7809523809524,0.25,0.25,NA,"Line","PP",1,0,1
